impression_id,winner,winning_bid,clearing_price,clicked,converted,n_bidders,all_bids
0,ValueBidder,99.36582169986018,99.36582169986018,True,False,5,ValueBidder=99.37 | PacingBidder=99.37 | CTRBidder=7.05 | ThresholdBidder=5.87 | FixedBidder=1.50
27,ValueBidder,377.31955097111035,377.3195509711099,False,False,5,ValueBidder=377.32 | PacingBidder=377.32 | CTRBidder=13.74 | ThresholdBidder=11.45 | FixedBidder=1.50
28,ValueBidder,438.80197331766226,438.80197331766203,True,False,5,ValueBidder=438.80 | PacingBidder=438.80 | CTRBidder=14.81 | ThresholdBidder=12.34 | FixedBidder=1.50
29,ValueBidder,179.29758047896266,179.2975804789626,False,False,5,ValueBidder=179.30 | PacingBidder=179.30 | CTRBidder=9.47 | ThresholdBidder=7.89 | FixedBidder=1.50
30,PacingBidder,447.91274205552844,447.9127420555283,True,False,5,PacingBidder=447.91 | ValueBidder=447.91 | CTRBidder=14.97 | ThresholdBidder=12.47 | FixedBidder=1.50
31,PacingBidder,155.66954736587894,155.66954736587886,False,False,5,PacingBidder=155.67 | ValueBidder=155.67 | CTRBidder=8.82 | ThresholdBidder=7.35 | FixedBidder=1.50
32,ValueBidder,241.3882838366001,241.3882838366001,False,False,5,ValueBidder=241.39 | PacingBidder=241.39 | CTRBidder=10.99 | ThresholdBidder=9.16 | FixedBidder=1.50
33,ValueBidder,270.0657144546961,270.0657144546961,False,False,5,ValueBidder=270.07 | PacingBidder=270.07 | CTRBidder=11.62 | ThresholdBidder=9.68 | FixedBidder=1.50
34,PacingBidder,427.97909010536307,427.97909010536296,True,False,5,PacingBidder=427.98 | ValueBidder=427.98 | CTRBidder=14.63 | ThresholdBidder=12.19 | FixedBidder=1.50
35,PacingBidder,290.51766374942076,290.5176637494207,False,False,5,PacingBidder=290.52 | ValueBidder=290.52 | CTRBidder=12.05 | ThresholdBidder=10.04 | FixedBidder=1.50
36,ValueBidder,411.3458129092941,411.34581290929407,False,False,5,ValueBidder=411.35 | PacingBidder=411.35 | CTRBidder=14.34 | ThresholdBidder=11.95 | FixedBidder=1.50
37,ValueBidder,216.1215584814998,216.12155848149973,True,False,5,ValueBidder=216.12 | PacingBidder=216.12 | CTRBidder=10.40 | ThresholdBidder=8.66 | FixedBidder=1.50
38,PacingBidder,423.27726575026645,423.2772657502663,True,False,5,PacingBidder=423.28 | ValueBidder=423.28 | CTRBidder=14.55 | ThresholdBidder=12.12 | FixedBidder=1.50
39,PacingBidder,395.3938627851636,395.39386278516355,False,False,5,PacingBidder=395.39 | ValueBidder=395.39 | CTRBidder=14.06 | ThresholdBidder=11.72 | FixedBidder=1.50
40,PacingBidder,701.9137124750146,701.9137124750143,False,False,5,PacingBidder=701.91 | ValueBidder=701.91 | CTRBidder=18.73 | ThresholdBidder=15.61 | FixedBidder=1.50
41,ValueBidder,649.3234736713151,649.3234736713151,True,False,5,ValueBidder=649.32 | PacingBidder=649.32 | CTRBidder=18.02 | ThresholdBidder=15.02 | FixedBidder=1.50
42,ValueBidder,365.09829025158984,365.0982902515894,False,False,5,ValueBidder=365.10 | PacingBidder=365.10 | CTRBidder=13.51 | ThresholdBidder=11.26 | FixedBidder=1.50
43,ValueBidder,212.22680035891702,212.2268003589169,False,False,5,ValueBidder=212.23 | PacingBidder=212.23 | CTRBidder=10.30 | ThresholdBidder=8.58 | FixedBidder=1.50
44,ValueBidder,287.94314213082515,287.9431421308249,False,False,5,ValueBidder=287.94 | PacingBidder=287.94 | CTRBidder=12.00 | ThresholdBidder=10.00 | FixedBidder=1.50
45,ValueBidder,500.2813055056491,500.28130550564885,True,False,5,ValueBidder=500.28 | PacingBidder=500.28 | CTRBidder=15.82 | ThresholdBidder=13.18 | FixedBidder=1.50
46,ValueBidder,334.5537243689081,334.5537243689081,False,False,5,ValueBidder=334.55 | PacingBidder=334.55 | CTRBidder=12.93 | ThresholdBidder=10.78 | FixedBidder=1.50
47,ValueBidder,398.33238824610356,398.33238824610345,True,False,5,ValueBidder=398.33 | PacingBidder=398.33 | CTRBidder=14.11 | ThresholdBidder=11.76 | FixedBidder=1.50
48,PacingBidder,344.34803415351746,344.3480341535172,False,False,5,PacingBidder=344.35 | ValueBidder=344.35 | CTRBidder=13.12 | ThresholdBidder=10.93 | FixedBidder=1.50
49,ValueBidder,294.05659771481237,294.05659771481237,True,False,5,ValueBidder=294.06 | PacingBidder=294.06 | CTRBidder=12.13 | ThresholdBidder=10.10 | FixedBidder=1.50
50,PacingBidder,511.62394296183345,511.6239429618331,True,False,5,PacingBidder=511.62 | ValueBidder=511.62 | CTRBidder=15.99 | ThresholdBidder=13.33 | FixedBidder=1.50
51,ValueBidder,356.58729930092517,356.58729930092454,True,False,5,ValueBidder=356.59 | PacingBidder=356.59 | CTRBidder=13.35 | ThresholdBidder=11.13 | FixedBidder=1.50
52,PacingBidder,247.71554194141086,247.71554194141075,False,False,5,PacingBidder=247.72 | ValueBidder=247.72 | CTRBidder=11.13 | ThresholdBidder=9.27 | FixedBidder=1.50
53,PacingBidder,342.1498167537009,342.14981675370086,False,False,5,PacingBidder=342.15 | ValueBidder=342.15 | CTRBidder=13.08 | ThresholdBidder=10.90 | FixedBidder=1.50
54,ValueBidder,215.79886556019517,215.79886556019517,False,False,5,ValueBidder=215.80 | PacingBidder=215.80 | CTRBidder=10.39 | ThresholdBidder=8.66 | FixedBidder=1.50
55,ValueBidder,254.83759422721707,254.83759422721707,False,False,5,ValueBidder=254.84 | PacingBidder=254.84 | CTRBidder=11.29 | ThresholdBidder=9.41 | FixedBidder=1.50
56,ValueBidder,88.46916135923553,88.46916135923553,False,False,5,ValueBidder=88.47 | PacingBidder=88.47 | CTRBidder=6.65 | ThresholdBidder=5.54 | FixedBidder=1.50
57,PacingBidder,314.5065355490196,314.5065355490195,False,False,5,PacingBidder=314.51 | ValueBidder=314.51 | CTRBidder=12.54 | ThresholdBidder=10.45 | FixedBidder=1.50
58,ValueBidder,458.59397889104633,458.59397889104633,True,False,5,ValueBidder=458.59 | PacingBidder=458.59 | CTRBidder=15.14 | ThresholdBidder=12.62 | FixedBidder=1.50
59,ValueBidder,462.15978068341064,462.15978068341064,True,False,5,ValueBidder=462.16 | PacingBidder=462.16 | CTRBidder=15.20 | ThresholdBidder=12.67 | FixedBidder=1.50
60,ValueBidder,272.6542215624776,272.6542215624774,True,False,5,ValueBidder=272.65 | PacingBidder=272.65 | CTRBidder=11.68 | ThresholdBidder=9.73 | FixedBidder=1.50
61,ValueBidder,559.9388900712346,559.9388900712344,True,False,5,ValueBidder=559.94 | PacingBidder=559.94 | CTRBidder=16.73 | ThresholdBidder=13.94 | FixedBidder=1.50
62,ValueBidder,309.49193581252405,309.49193581252405,False,False,5,ValueBidder=309.49 | PacingBidder=309.49 | CTRBidder=12.44 | ThresholdBidder=10.37 | FixedBidder=1.50
63,ValueBidder,463.3804680517561,463.3804680517559,True,False,5,ValueBidder=463.38 | PacingBidder=463.38 | CTRBidder=15.22 | ThresholdBidder=12.68 | FixedBidder=1.50
64,PacingBidder,350.67352550681574,350.6735255068155,True,False,5,PacingBidder=350.67 | ValueBidder=350.67 | CTRBidder=13.24 | ThresholdBidder=11.03 | FixedBidder=1.50
65,PacingBidder,443.79755889261077,443.7975588926106,False,False,5,PacingBidder=443.80 | ValueBidder=443.80 | CTRBidder=14.90 | ThresholdBidder=12.41 | FixedBidder=1.50
66,ValueBidder,257.83264786516804,257.83264786516787,False,False,5,ValueBidder=257.83 | PacingBidder=257.83 | CTRBidder=11.35 | ThresholdBidder=9.46 | FixedBidder=1.50
67,PacingBidder,392.5150665540087,392.51506655400834,True,False,5,PacingBidder=392.52 | ValueBidder=392.52 | CTRBidder=14.01 | ThresholdBidder=11.67 | FixedBidder=1.50
68,ValueBidder,303.20537613869124,303.20537613869107,False,False,5,ValueBidder=303.21 | PacingBidder=303.21 | CTRBidder=12.31 | ThresholdBidder=10.26 | FixedBidder=1.50
69,PacingBidder,261.8103389109599,261.8103389109597,False,False,5,PacingBidder=261.81 | ValueBidder=261.81 | CTRBidder=11.44 | ThresholdBidder=9.53 | FixedBidder=1.50
70,ValueBidder,255.49734161795416,255.49734161795413,False,False,5,ValueBidder=255.50 | PacingBidder=255.50 | CTRBidder=11.30 | ThresholdBidder=9.42 | FixedBidder=1.50
71,PacingBidder,301.08060728825797,301.0806072882579,False,False,5,PacingBidder=301.08 | ValueBidder=301.08 | CTRBidder=12.27 | ThresholdBidder=10.22 | FixedBidder=1.50
72,ValueBidder,484.63201255322184,484.63201255322167,True,False,5,ValueBidder=484.63 | PacingBidder=484.63 | CTRBidder=15.57 | ThresholdBidder=12.97 | FixedBidder=1.50
73,ValueBidder,374.0004446095941,374.00044460959407,True,False,5,ValueBidder=374.00 | PacingBidder=374.00 | CTRBidder=13.67 | ThresholdBidder=11.40 | FixedBidder=1.50
74,PacingBidder,368.7322416245988,368.73224162459877,False,False,5,PacingBidder=368.73 | ValueBidder=368.73 | CTRBidder=13.58 | ThresholdBidder=11.32 | FixedBidder=1.50
75,ValueBidder,334.9729927602431,334.9729927602429,False,False,5,ValueBidder=334.97 | PacingBidder=334.97 | CTRBidder=12.94 | ThresholdBidder=10.78 | FixedBidder=1.50
76,ValueBidder,583.5672986970363,583.5672986970363,True,False,5,ValueBidder=583.57 | PacingBidder=583.57 | CTRBidder=17.08 | ThresholdBidder=14.23 | FixedBidder=1.50
77,PacingBidder,404.69071186932734,404.69071186932723,True,False,5,PacingBidder=404.69 | ValueBidder=404.69 | CTRBidder=14.22 | ThresholdBidder=11.85 | FixedBidder=1.50
78,PacingBidder,617.0401349515761,617.0401349515755,True,True,5,PacingBidder=617.04 | ValueBidder=617.04 | CTRBidder=17.56 | ThresholdBidder=14.64 | FixedBidder=1.50
79,ValueBidder,248.57161144324073,248.57161144324067,False,False,5,ValueBidder=248.57 | PacingBidder=248.57 | CTRBidder=11.15 | ThresholdBidder=9.29 | FixedBidder=1.50
80,PacingBidder,503.34646753114987,503.34646753114953,True,False,5,PacingBidder=503.35 | ValueBidder=503.35 | CTRBidder=15.86 | ThresholdBidder=13.22 | FixedBidder=1.50
81,PacingBidder,412.72354674736914,412.7235467473691,True,False,5,PacingBidder=412.72 | ValueBidder=412.72 | CTRBidder=14.37 | ThresholdBidder=11.97 | FixedBidder=1.50
82,PacingBidder,622.1368770451877,622.1368770451874,True,False,5,PacingBidder=622.14 | ValueBidder=622.14 | CTRBidder=17.64 | ThresholdBidder=14.70 | FixedBidder=1.50
83,ValueBidder,149.08410919005436,149.0841091900543,True,False,5,ValueBidder=149.08 | PacingBidder=149.08 | CTRBidder=8.63 | ThresholdBidder=7.19 | FixedBidder=1.50
84,PacingBidder,320.18920983705726,320.1892098370571,True,False,5,PacingBidder=320.19 | ValueBidder=320.19 | CTRBidder=12.65 | ThresholdBidder=10.54 | FixedBidder=1.50
85,ValueBidder,386.1486823892241,386.1486823892241,False,False,5,ValueBidder=386.15 | PacingBidder=386.15 | CTRBidder=13.90 | ThresholdBidder=11.58 | FixedBidder=1.50
86,ValueBidder,232.52570853307057,232.5257085330703,True,False,5,ValueBidder=232.53 | PacingBidder=232.53 | CTRBidder=10.78 | ThresholdBidder=8.99 | FixedBidder=1.50
87,ValueBidder,254.1970183722867,254.1970183722867,True,False,5,ValueBidder=254.20 | PacingBidder=254.20 | CTRBidder=11.27 | ThresholdBidder=9.39 | FixedBidder=1.50
88,ValueBidder,671.2156743802467,671.2156743802461,True,False,5,ValueBidder=671.22 | PacingBidder=671.22 | CTRBidder=18.32 | ThresholdBidder=15.27 | FixedBidder=1.50
89,PacingBidder,383.89231959809047,383.8923195980902,False,False,5,PacingBidder=383.89 | ValueBidder=383.89 | CTRBidder=13.85 | ThresholdBidder=11.55 | FixedBidder=1.50
90,ValueBidder,475.7902029996801,475.7902029996799,True,False,5,ValueBidder=475.79 | PacingBidder=475.79 | CTRBidder=15.42 | ThresholdBidder=12.85 | FixedBidder=1.50
91,PacingBidder,295.49439276562316,295.4943927656231,True,False,5,PacingBidder=295.49 | ValueBidder=295.49 | CTRBidder=12.16 | ThresholdBidder=10.13 | FixedBidder=1.50
92,ValueBidder,341.15235457155575,341.15235457155575,False,False,5,ValueBidder=341.15 | PacingBidder=341.15 | CTRBidder=13.06 | ThresholdBidder=10.88 | FixedBidder=1.50
93,ValueBidder,415.29016200865743,415.2901620086574,True,False,5,ValueBidder=415.29 | PacingBidder=415.29 | CTRBidder=14.41 | ThresholdBidder=12.01 | FixedBidder=1.50
94,PacingBidder,94.54151452945318,94.54151452945317,False,False,5,PacingBidder=94.54 | ValueBidder=94.54 | CTRBidder=6.88 | ThresholdBidder=5.73 | FixedBidder=1.50
95,ValueBidder,446.7667061573887,446.7667061573887,True,False,5,ValueBidder=446.77 | PacingBidder=446.77 | CTRBidder=14.95 | ThresholdBidder=12.46 | FixedBidder=1.50
96,ValueBidder,460.53957470731245,460.53957470731245,False,False,5,ValueBidder=460.54 | PacingBidder=460.54 | CTRBidder=15.17 | ThresholdBidder=12.65 | FixedBidder=1.50
97,ValueBidder,489.8013809874779,489.8013809874777,True,False,5,ValueBidder=489.80 | PacingBidder=489.80 | CTRBidder=15.65 | ThresholdBidder=13.04 | FixedBidder=1.50
98,ValueBidder,156.4936777131948,156.49367771319476,False,False,5,ValueBidder=156.49 | PacingBidder=156.49 | CTRBidder=8.85 | ThresholdBidder=7.37 | FixedBidder=1.50
99,ValueBidder,437.9407662231982,437.9407662231976,True,False,5,ValueBidder=437.94 | PacingBidder=437.94 | CTRBidder=14.80 | ThresholdBidder=12.33 | FixedBidder=1.50
100,PacingBidder,322.22893883499955,322.2289388349993,True,False,5,PacingBidder=322.23 | ValueBidder=322.23 | CTRBidder=12.69 | ThresholdBidder=10.58 | FixedBidder=1.50
101,ValueBidder,366.2148044198775,366.2148044198775,False,False,5,ValueBidder=366.21 | PacingBidder=366.21 | CTRBidder=13.53 | ThresholdBidder=11.28 | FixedBidder=1.50
102,ValueBidder,343.5627725078883,343.56277250788816,True,False,5,ValueBidder=343.56 | PacingBidder=343.56 | CTRBidder=13.11 | ThresholdBidder=10.92 | FixedBidder=1.50
103,ValueBidder,436.6455141927845,436.6455141927844,False,False,5,ValueBidder=436.65 | PacingBidder=436.65 | CTRBidder=14.78 | ThresholdBidder=12.31 | FixedBidder=1.50
104,ValueBidder,496.9459952111956,496.9459952111956,False,False,5,ValueBidder=496.95 | PacingBidder=496.95 | CTRBidder=15.76 | ThresholdBidder=13.14 | FixedBidder=1.50
105,ValueBidder,399.55411052647923,399.5541105264792,True,False,5,ValueBidder=399.55 | PacingBidder=399.55 | CTRBidder=14.13 | ThresholdBidder=11.78 | FixedBidder=1.50
106,PacingBidder,456.23922537635525,456.23922537635485,False,False,5,PacingBidder=456.24 | ValueBidder=456.24 | CTRBidder=15.10 | ThresholdBidder=12.59 | FixedBidder=1.50
107,PacingBidder,327.5280102170488,327.5280102170486,True,False,5,PacingBidder=327.53 | ValueBidder=327.53 | CTRBidder=12.80 | ThresholdBidder=10.66 | FixedBidder=1.50
108,ValueBidder,363.7099168892515,363.7099168892515,False,False,5,ValueBidder=363.71 | PacingBidder=363.71 | CTRBidder=13.49 | ThresholdBidder=11.24 | FixedBidder=1.50
109,ValueBidder,452.934952388705,452.93495238870486,True,False,5,ValueBidder=452.93 | PacingBidder=452.93 | CTRBidder=15.05 | ThresholdBidder=12.54 | FixedBidder=1.50
110,PacingBidder,215.94080276464135,215.9408027646412,False,False,5,PacingBidder=215.94 | ValueBidder=215.94 | CTRBidder=10.39 | ThresholdBidder=8.66 | FixedBidder=1.50
111,PacingBidder,385.76347608965403,385.763476089654,True,False,5,PacingBidder=385.76 | ValueBidder=385.76 | CTRBidder=13.89 | ThresholdBidder=11.57 | FixedBidder=1.50
112,ValueBidder,323.14149495083615,323.14149495083615,True,False,5,ValueBidder=323.14 | PacingBidder=323.14 | CTRBidder=12.71 | ThresholdBidder=10.59 | FixedBidder=1.50
113,ValueBidder,224.94100277657728,224.94100277657728,False,False,5,ValueBidder=224.94 | PacingBidder=224.94 | CTRBidder=10.61 | ThresholdBidder=8.84 | FixedBidder=1.50
114,ValueBidder,202.6670584859131,202.66705848591306,True,False,5,ValueBidder=202.67 | PacingBidder=202.67 | CTRBidder=10.07 | ThresholdBidder=8.39 | FixedBidder=1.50
115,PacingBidder,283.51955933356277,283.5195593335625,True,False,5,PacingBidder=283.52 | ValueBidder=283.52 | CTRBidder=11.91 | ThresholdBidder=9.92 | FixedBidder=1.50
116,PacingBidder,322.66822317423,322.6682231742296,False,False,5,PacingBidder=322.67 | ValueBidder=322.67 | CTRBidder=12.70 | ThresholdBidder=10.58 | FixedBidder=1.50
117,ValueBidder,333.29072413778283,333.29072413778283,False,False,5,ValueBidder=333.29 | PacingBidder=333.29 | CTRBidder=12.91 | ThresholdBidder=10.76 | FixedBidder=1.50
118,ValueBidder,224.76521927805453,224.76521927805433,False,False,5,ValueBidder=224.77 | PacingBidder=224.77 | CTRBidder=10.60 | ThresholdBidder=8.83 | FixedBidder=1.50
119,ValueBidder,213.37486033117392,213.37486033117392,False,False,5,ValueBidder=213.37 | PacingBidder=213.37 | CTRBidder=10.33 | ThresholdBidder=8.61 | FixedBidder=1.50
120,ValueBidder,233.03960731588583,233.0396073158856,True,False,5,ValueBidder=233.04 | PacingBidder=233.04 | CTRBidder=10.79 | ThresholdBidder=9.00 | FixedBidder=1.50
121,PacingBidder,208.44623499684724,208.44623499684712,False,False,5,PacingBidder=208.45 | ValueBidder=208.45 | CTRBidder=10.21 | ThresholdBidder=8.51 | FixedBidder=1.50
122,ValueBidder,596.0778602628001,596.0778602628001,True,False,5,ValueBidder=596.08 | PacingBidder=596.08 | CTRBidder=17.26 | ThresholdBidder=14.39 | FixedBidder=1.50
123,PacingBidder,328.9024676426887,328.9024676426885,False,False,5,PacingBidder=328.90 | ValueBidder=328.90 | CTRBidder=12.82 | ThresholdBidder=10.69 | FixedBidder=1.50
124,ValueBidder,543.3746754007572,543.3746754007567,False,False,5,ValueBidder=543.37 | PacingBidder=543.37 | CTRBidder=16.48 | ThresholdBidder=13.74 | FixedBidder=1.50
125,ValueBidder,174.21971455276818,174.21971455276818,False,False,5,ValueBidder=174.22 | PacingBidder=174.22 | CTRBidder=9.33 | ThresholdBidder=7.78 | FixedBidder=1.50
126,ValueBidder,234.76419735537962,234.7641973553795,False,False,5,ValueBidder=234.76 | PacingBidder=234.76 | CTRBidder=10.83 | ThresholdBidder=9.03 | FixedBidder=1.50
127,ValueBidder,463.560395915781,463.56039591578076,True,False,5,ValueBidder=463.56 | PacingBidder=463.56 | CTRBidder=15.22 | ThresholdBidder=12.69 | FixedBidder=1.50
128,PacingBidder,509.87490844334474,509.8749084433445,False,False,5,PacingBidder=509.87 | ValueBidder=509.87 | CTRBidder=15.97 | ThresholdBidder=13.31 | FixedBidder=1.50
129,PacingBidder,201.44787949267928,201.44787949267902,False,False,5,PacingBidder=201.45 | ValueBidder=201.45 | CTRBidder=10.04 | ThresholdBidder=8.36 | FixedBidder=1.50
130,ValueBidder,460.0888855070237,460.0888855070237,True,False,5,ValueBidder=460.09 | PacingBidder=460.09 | CTRBidder=15.17 | ThresholdBidder=12.64 | FixedBidder=1.50
131,ValueBidder,231.23736854338833,231.23736854338813,False,False,5,ValueBidder=231.24 | PacingBidder=231.24 | CTRBidder=10.75 | ThresholdBidder=8.96 | FixedBidder=1.50
132,ValueBidder,184.78612418045677,184.7861241804567,False,False,5,ValueBidder=184.79 | PacingBidder=184.79 | CTRBidder=9.61 | ThresholdBidder=8.01 | FixedBidder=1.50
133,PacingBidder,144.0930151356135,144.09301513561343,False,False,5,PacingBidder=144.09 | ValueBidder=144.09 | CTRBidder=8.49 | ThresholdBidder=7.07 | FixedBidder=1.50
134,ValueBidder,611.7849346604568,611.7849346604568,True,False,5,ValueBidder=611.78 | PacingBidder=611.78 | CTRBidder=17.49 | ThresholdBidder=14.57 | FixedBidder=1.50
135,ValueBidder,569.1705284975079,569.1705284975079,False,False,5,ValueBidder=569.17 | PacingBidder=569.17 | CTRBidder=16.87 | ThresholdBidder=14.06 | FixedBidder=1.50
136,PacingBidder,354.55912157875366,354.5591215787535,True,False,5,PacingBidder=354.56 | ValueBidder=354.56 | CTRBidder=13.31 | ThresholdBidder=11.10 | FixedBidder=1.50
137,PacingBidder,222.38930485974143,222.38930485974126,False,False,5,PacingBidder=222.39 | ValueBidder=222.39 | CTRBidder=10.54 | ThresholdBidder=8.79 | FixedBidder=1.50
138,ValueBidder,301.03003768552855,301.03003768552827,True,False,5,ValueBidder=301.03 | PacingBidder=301.03 | CTRBidder=12.27 | ThresholdBidder=10.22 | FixedBidder=1.50
139,ValueBidder,230.3939004642067,230.39390046420644,True,False,5,ValueBidder=230.39 | PacingBidder=230.39 | CTRBidder=10.73 | ThresholdBidder=8.94 | FixedBidder=1.50
140,ValueBidder,369.21216454884865,369.21216454884853,True,False,5,ValueBidder=369.21 | PacingBidder=369.21 | CTRBidder=13.59 | ThresholdBidder=11.32 | FixedBidder=1.50
141,PacingBidder,374.9539287807871,374.953928780787,False,False,5,PacingBidder=374.95 | ValueBidder=374.95 | CTRBidder=13.69 | ThresholdBidder=11.41 | FixedBidder=1.50
142,PacingBidder,638.5197434877222,638.5197434877217,False,False,5,PacingBidder=638.52 | ValueBidder=638.52 | CTRBidder=17.87 | ThresholdBidder=14.89 | FixedBidder=1.50
143,ValueBidder,335.61463183777005,335.61463183777005,False,False,5,ValueBidder=335.61 | PacingBidder=335.61 | CTRBidder=12.95 | ThresholdBidder=10.80 | FixedBidder=1.50
144,ValueBidder,424.36207271759076,424.36207271759037,False,False,5,ValueBidder=424.36 | PacingBidder=424.36 | CTRBidder=14.57 | ThresholdBidder=12.14 | FixedBidder=1.50
145,ValueBidder,561.3425400541203,561.3425400541203,False,False,5,ValueBidder=561.34 | PacingBidder=561.34 | CTRBidder=16.75 | ThresholdBidder=13.96 | FixedBidder=1.50
146,ValueBidder,288.08086629142105,288.08086629142105,False,False,5,ValueBidder=288.08 | PacingBidder=288.08 | CTRBidder=12.00 | ThresholdBidder=10.00 | FixedBidder=1.50
147,ValueBidder,323.306631312456,323.306631312456,False,False,5,ValueBidder=323.31 | PacingBidder=323.31 | CTRBidder=12.71 | ThresholdBidder=10.60 | FixedBidder=1.50
148,ValueBidder,227.43710570125046,227.43710570125037,True,False,5,ValueBidder=227.44 | PacingBidder=227.44 | CTRBidder=10.66 | ThresholdBidder=8.89 | FixedBidder=1.50
149,PacingBidder,370.1389074400224,370.1389074400222,True,False,5,PacingBidder=370.14 | ValueBidder=370.14 | CTRBidder=13.60 | ThresholdBidder=11.34 | FixedBidder=1.50
